id,text,category
1241906:2,"Compared to other shabu restaurants around town, this places wins hands-down.",
1241906:3,But too far east!,LOCATION#GENERAL
1253117:0,I live a block away and go to Patsy's frequently.,
1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY
1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY
1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD#STYLE_OPTIONS
1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",FOOD#QUALITY
1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",FOOD#STYLE_OPTIONS
1253117:4,So eat fast and order a lot.,
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,SERVICE#GENERAL
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,FOOD#QUALITY
1256373:0,By far the best salad I have had in a fast food restaurant.,FOOD#QUALITY
1256373:1,fine dining restaurant quality.,FOOD#QUALITY
1256373:2,Over 100 different choices to create your own.,FOOD#STYLE_OPTIONS
1256373:3,A must try!,RESTAURANT#GENERAL
1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",RESTAURANT#GENERAL
1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",FOOD#QUALITY
1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",AMBIENCE#GENERAL
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#QUALITY
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#STYLE_OPTIONS
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#QUALITY
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",SERVICE#GENERAL
1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",RESTAURANT#GENERAL
1264954:4,We will return many times for this oasis in mid-town.,RESTAURANT#GENERAL
1269216:0,I grew up on these bagels.,
1269216:1,The staff is no nonsense.,SERVICE#GENERAL
1269216:2,The food options rule.,FOOD#STYLE_OPTIONS
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD#QUALITY
1269216:4,Worth visiting the 1st Ave spot because it is the original store.,RESTAURANT#MISCELLANEOUS
1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A.,
1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",
1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,
1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.)",
1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",FOOD#QUALITY
1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",
1275154:6,The sake menu should not be overlooked!,DRINKS#STYLE_OPTIONS
1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",RESTAURANT#GENERAL
1275154:8,Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY
1275154:8,Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY
1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE#GENERAL
1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY
1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL
1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT#GENERAL
1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",SERVICE#GENERAL
1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL
1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY
1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY
1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",SERVICE#GENERAL
1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL
1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL
1286916:0,I have NEVER been disappointed in the Red Eye.,RESTAURANT#GENERAL
1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL
1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL
1286916:2,I've never ordered anything else from their menu...there's no need to.,
1286916:3,It's simply the best meal in NYC.,FOOD#QUALITY
1286916:4,You cannot go wrong at the Red Eye Grill.,RESTAURANT#GENERAL
1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",RESTAURANT#GENERAL
1287538:1,We've lived in the area for more than 8 years.,
1287538:2,The restaurant is cute but not upscale.,AMBIENCE#GENERAL
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY
1287538:4,I would highly recommend it.,RESTAURANT#GENERAL
1287538:5,It's one of our favorite places to eat in NY.,RESTAURANT#GENERAL
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,RESTAURANT#GENERAL
1289424:1,We were walking around the village and went into this place just for some drinks.,
1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,RESTAURANT#GENERAL
1289424:3,The server was really cool and served us our food and drinks with a smile.,SERVICE#GENERAL
1289424:4,The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL
1289424:4,The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,RESTAURANT#GENERAL
1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",RESTAURANT#MISCELLANEOUS
1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",RESTAURANT#GENERAL
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",DRINKS#STYLE_OPTIONS
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",FOOD#QUALITY
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",FOOD#QUALITY
1293334:3,The entertainment was great they have shows that go on through out the dinner.,AMBIENCE#GENERAL
1293334:4,"Please take my advice, go and try this place.",RESTAURANT#GENERAL
1293334:5,Its located in greenewich village.,
1293334:6,You will not be disapointed at all.,RESTAURANT#GENERAL
1297844:0,Our first time in New York and we had to try a New York Bagel.,
1297844:1,We were not dissappointed in the least bit by this little gem.,RESTAURANT#GENERAL
1297844:2,The bagel was huge.,FOOD#STYLE_OPTIONS
1297844:3,They were served warm and had a soft fluffy interior.,FOOD#QUALITY
1297844:4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD#STYLE_OPTIONS
1297844:5,I loved it and would HIGHLY RECOMMEND.,RESTAURANT#GENERAL
1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,FOOD#QUALITY
1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,SERVICE#GENERAL
1300636:1,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",
1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY
1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY
1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY
1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY
1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",FOOD#QUALITY
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",AMBIENCE#GENERAL
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",SERVICE#GENERAL
1303888:0,All the staff is absolutely professional!!,SERVICE#GENERAL
1303888:1,I sometimes see the waiters don't have enough knowledge of their dishes.,
1303888:2,But they do.,SERVICE#GENERAL
1303888:3,"(that is A MUST, but not every restaurant can do...)",SERVICE#GENERAL
1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT.",
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",AMBIENCE#GENERAL
1303984:0,This restaurant was way overhyped.,RESTAURANT#GENERAL
1303984:1,My chow fun and chow see was really bland and oily.,FOOD#QUALITY
1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,FOOD#QUALITY
1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY
1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY
1308557:0,The service was the only thing good about this restaurant.,SERVICE#GENERAL
1308557:0,The service was the only thing good about this restaurant.,RESTAURANT#GENERAL
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",AMBIENCE#GENERAL
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY
